0.105736, 0.624433
0.172620, 0.349544
0.091526, 0.699421
0.118806, 0.598713
0.142983, 0.523008
0.061548, 0.801485
0.143002, 0.499070
0.061512, 0.801485
0.153973, 0.474439
0.077330, 0.749479
0.197219, 0.123169
0.077360, 0.749479
0.131574, 0.574179
0.187126, 0.249105
0.046555, 0.825325
0.131598, 0.548854
0.180143, 0.273304
0.118866, 0.598713
0.091531, 0.724564
0.172629, 0.349544
0.031989, 0.876193
0.017967, 0.942156
0.006886, 0.987299
0.199163, 0.100005
0.201879, 0.027964
0.199039, 0.102426
0.202016, 0.076713
0.201235, 0.020200
0.005863, 0.988650
0.199958, 0.089319
