0.200090, 0.000000
0.200066, 0.010000
0.199992, 0.020000
0.199868, 0.030000
0.199695, 0.040000
0.199473, 0.050000
0.199202, 0.060000
0.198882, 0.070000
0.198513, 0.080000
0.198094, 0.090000
0.197627, 0.100000
0.197111, 0.110000
0.196546, 0.120000
0.195933, 0.130000
0.195271, 0.140000
0.194562, 0.150000
0.193804, 0.160000
0.192999, 0.170000
0.192145, 0.180000
0.191245, 0.190000
0.190297, 0.200000
0.189303, 0.210000
0.188261, 0.220000
0.187173, 0.230000
0.186039, 0.240000
0.184859, 0.250000
0.183634, 0.260000
0.182363, 0.270000
0.181047, 0.280000
0.179687, 0.290000
0.178282, 0.300000
0.176833, 0.310000
0.175340, 0.320000
0.173805, 0.330000
0.172226, 0.340000
0.170605, 0.350000
0.168942, 0.360000
0.167237, 0.370000
0.165491, 0.380000
0.163704, 0.390000
0.161876, 0.400000
0.160009, 0.410000
0.158102, 0.420000
0.156157, 0.430000
0.154172, 0.440000
0.152150, 0.450000
0.150090, 0.460000
0.147993, 0.470000
0.145860, 0.480000
0.143690, 0.490000
0.141485, 0.500000
0.139245, 0.510000
0.136971, 0.520000
0.134663, 0.530000
0.132322, 0.540000
0.129948, 0.550000
0.127542, 0.560000
0.125105, 0.570000
0.122637, 0.580000
0.120138, 0.590000
0.117610, 0.600000
0.115053, 0.610000
0.112467, 0.620000
0.109854, 0.630000
0.107214, 0.640000
0.104547, 0.650000
0.101854, 0.660000
0.099137, 0.670000
0.096394, 0.680000
0.093628, 0.690000
0.090839, 0.700000
0.088028, 0.710000
0.085194, 0.720000
0.082340, 0.730000
0.079465, 0.740000
0.076571, 0.750000
0.073658, 0.760000
0.070727, 0.770000
0.067778, 0.780000
0.064813, 0.790000
0.061831, 0.800000
0.058835, 0.810000
0.055823, 0.820000
0.052798, 0.830000
0.049760, 0.840000
0.046710, 0.850000
0.043648, 0.860000
0.040576, 0.870000
0.037493, 0.880000
0.034401, 0.890000
0.031301, 0.900000
0.028193, 0.910000
0.025078, 0.920000
0.021957, 0.930000
0.018830, 0.940000
0.015699, 0.950000
0.012564, 0.960000
0.009426, 0.970000
0.006285, 0.980000
0.003143, 0.990000
0.000000, 1.000000
